speaker,pos,neg,neu,compound
AshadeVos,0.0835098039215686,0.0424117647058823,0.8740784313725489,0.0488529411764705
AsherHasan,0.1018333333333333,0.0629,0.8352666666666665,0.1452966666666666
AshleyJudd,0.105575,0.1105833333333333,0.7838416666666667,-0.0598866666666666
AshrafGhani,0.0754852071005917,0.057076923076923,0.8674319526627221,0.0357112426035503
AshtonCofer,0.0813272727272727,0.0798727272727272,0.8387818181818184,0.01776
AspenBaker,0.0794102564102564,0.0366666666666666,0.8839230769230769,0.0718666666666666
AstroTeller,0.0965548387096773,0.0591290322580645,0.8443032258064519,0.0699709677419355
AtulGawande,0.1070755813953488,0.0461162790697674,0.8468081395348834,0.1232773255813953
AubreydeGrey,0.074859649122807,0.0596549707602339,0.8654619883040934,0.0591578947368421
AudreyChoi,0.129728813559322,0.0210423728813559,0.8492118644067799,0.2710313559322034
AukeIjspeert,0.1115537190082644,0.0325537190082644,0.8559008264462814,0.2279107438016529
AuretvanHeerden,0.086561797752809,0.0508370786516854,0.8625786516853932,0.0626325842696629
AviReichental,0.1048947368421052,0.0188026315789473,0.8763026315789476,0.1870894736842105
AviRubin,0.0769923664122137,0.046824427480916,0.8761832061068704,0.0930702290076335
AyahBdeir,0.0605111111111111,0.0421111111111111,0.8974444444444446,0.0562377777777777
AzizAbuSarah,0.074975,0.075925,0.8490749999999998,0.04619
AzizaChaouni,0.0582045454545454,0.0309318181818181,0.9108636363636364,0.0879022727272727
BJMiller,0.1232604166666666,0.0779791666666666,0.7987760416666666,0.0694177083333333
BLACK,0.1543529411764705,0.0218823529411764,0.8237941176470589,0.21195
BabaShiv,0.0900612244897959,0.0423979591836734,0.8675408163265306,0.1023683673469387
BahiaShehab,0.0679811320754717,0.0706792452830188,0.8613773584905658,-0.0164716981132075
BandiMbubi,0.0899655172413793,0.0675632183908046,0.8424712643678162,0.0361206896551724
BaratAliBatoor,0.0735555555555555,0.1035777777777777,0.8228777777777777,-0.0630377777777777
BarbaraBlock,0.0696599999999999,0.012175,0.9181700000000004,0.129022
BarbaraNattersonHorowitz,0.0889777777777777,0.0684222222222222,0.8425925925925928,0.0590614814814815
BarrySchuler,0.0605055555555555,0.02095,0.9185444444444444,0.1074083333333333
BarrySchwartz,0.12341626802004159,0.06261668272045623,0.8139581461515427,0.14737633334142763
BartKnols,0.0898367346938775,0.0647551020408163,0.8454285714285714,0.0708530612244897
BartWeetjens,0.0871826923076923,0.018701923076923,0.8941249999999997,0.1270259615384615
BartonSeaver,0.1286222222222222,0.0365555555555555,0.8348111111111114,0.2357233333333332
BassamTariq,0.0901851851851851,0.063037037037037,0.8468148148148148,0.1461333333333333
BastianSchaefer,0.0979999999999999,0.0202857142857142,0.8817551020408162,0.1931673469387755
Beardyman,0.1077090909090909,0.0388181818181818,0.8534909090909092,0.1283709090909091
BeatriceCoron,0.0595,0.0135486111111111,0.9269513888888886,0.0883451388888889
BeauLotto,0.072585793112618,0.0238915370296503,0.9035226698577317,0.13289192261667326
BecciManson,0.0941604938271605,0.0272345679012345,0.8786296296296295,0.158053086419753
BeckyBlanton,0.0630322580645161,0.0754032258064515,0.8615161290322577,-0.0352790322580645
BeebanKidron,0.08948,0.040392,0.8701039999999997,0.11656
BelPesce,0.1593653846153846,0.0361923076923077,0.8044807692307692,0.3041346153846155
BenAmbridge,0.0928738738738738,0.0474684684684684,0.8596576576576578,0.1454882882882883
BenCameron,0.1054230769230769,0.0235,0.8710865384615386,0.1871086538461538
BenDunlap,0.0750375,0.0618,0.8631500000000003,0.0445962499999999
BenGoldacre,0.07079010817748435,0.0837204345434543,0.8454897781444811,-0.0067225522552255
BenKacyra,0.0785871559633027,0.032,0.8894036697247706,0.0797229357798165
BenKatchor,0.0683037974683544,0.0304556962025316,0.901253164556962,0.0700898734177215
BenSaunders,0.06708792357068212,0.0457967955416231,0.8871233616957753,0.035158091257401526
BenWellington,0.063020618556701,0.0402680412371134,0.8967525773195875,0.1002082474226803
BenedettaBerti,0.1051428571428571,0.0938333333333333,0.801095238095238,0.0321761904761904
BenjaminBarber,0.0766903225806451,0.0458129032258064,0.8775290322580644,0.0551954838709677
BenjaminWallace,0.0651370967741935,0.0223225806451612,0.9125483870967744,0.1262903225806451
BenjaminZander,0.058,0.0423083333333333,0.8996916666666664,0.0497458333333333
BenoitMandelbrot,0.0756388888888888,0.0355972222222222,0.888777777777778,0.0841618055555555
BernieKrause,0.0830827067669172,0.0324511278195488,0.8844586466165414,0.0954451127819548
BertrandPiccard,0.0851647058823529,0.0280411764705882,0.8867764705882354,0.1031288235294117
BethNoveck,0.0985112781954887,0.0279398496240601,0.8735488721804513,0.1944270676691729
BettinaWarburg,0.0872608695652173,0.0515797101449275,0.8611594202898549,0.0813724637681159
BeverlyJoubertandDereckJoubert,0.0912751677852348,0.0554093959731543,0.8533288590604027,0.0758355704697986
BilalBomani,0.087875968992248,0.0205813953488372,0.8915503875968995,0.1420480620155039
BillClinton,0.0753378378378378,0.0551216216216216,0.8695405405405408,0.0580355855855855
BillDavenhall,0.0864027777777777,0.0281805555555555,0.8854166666666665,0.1591972222222222
BillDoyle,0.0584014598540146,0.0785766423357664,0.8630072992700729,-0.0661277372262773
BillFord,0.1195933333333333,0.0380666666666666,0.8423600000000001,0.2216433333333333
BillGates,0.10578261565994329,0.04627892355837946,0.8479308275476898,0.1604176739135797
BillGross,0.12298817523907984,0.03331397001809245,0.8437355905918842,0.3010907663478935
BillJoy,0.0970454545454545,0.0521534090909091,0.8508068181818179,0.0961454545454545
BillStone,0.075125,0.0278819444444444,0.897,0.1163881944444444
BillStrickland,0.0742816901408451,0.0284718309859154,0.897253521126761,0.1093228873239437
BillieJeanKing,0.110015503875969,0.0232093023255814,0.8667441860465114,0.1948976744186046
BillyCollins,0.07535483210483204,0.05519911957411955,0.8694249590499592,0.045722461097461
BillyGraham,0.0821967871485943,0.0778755020080321,0.8399397590361449,0.0235955823293172
BirkeBaehr,0.0662564102564102,0.0514358974358974,0.8823076923076923,0.0742128205128205
BjarkeIngels,0.0792574850299401,0.0336586826347305,0.8870898203592811,0.1271377245508981
BjornLomborg,0.1064812030075187,0.0516466165413533,0.8418646616541353,0.1438984962406015
BlaiseAguerayArcas,0.06840499141057449,0.01323983584653555,0.9183581313227716,0.13313078354647825
BoazAlmog,0.0917872340425531,0.0152659574468085,0.8929468085106382,0.1141436170212766
BobMankoff,0.1274927536231884,0.0806666666666666,0.7918115942028983,0.1024659420289855
BobThurman,0.1078399999999999,0.066024,0.8261600000000002,0.0662832
BobbyGhosh,0.0635194805194805,0.0909220779220779,0.8455584415584414,-0.0695811688311688
BoghumaKabisenTitanji,0.1156090909090908,0.0431545454545454,0.8412454545454549,0.2006327272727273
BonifaceMwangi,0.0572615384615384,0.1209230769230769,0.8217846153846156,-0.1602892307692307
BonnieBassler,0.0553823529411764,0.028735294117647,0.9158823529411764,0.1085323529411764
Bono,0.11311210826210824,0.05578547008547005,0.8311099715099716,0.09544629629629625
BoydVarty,0.0985547445255474,0.0294963503649635,0.8719343065693433,0.1535715328467153
BranFerren,0.1206374269005848,0.0358304093567251,0.8435380116959066,0.1913461988304093
BrendaBrathwaite,0.0993648648648648,0.0386621621621621,0.861945945945946,0.1471337837837837
BrendaLaurel,0.1172783505154639,0.0194226804123711,0.8632989690721651,0.2582484536082475
BreneBrown,0.10870938436563435,0.10277968906093901,0.7885050574425571,0.0282496003996004
BrewsterKahle,0.070287356321839,0.0149827586206896,0.9147356321839084,0.1577758620689655
BrianCox,0.09288652331920046,0.02239781950333125,0.8847232586311329,0.1619453906723197
BrianDettmer,0.0630408163265306,0.0226122448979591,0.9143469387755104,0.0996489795918367
BrianGoldman,0.0760988372093023,0.0848662790697674,0.8390232558139535,-0.0169052325581395
BrianGreene,0.07989384438752975,0.0190565221231122,0.9010480879625541,0.16649501678000528
BrianLittle,0.0812213740458015,0.0197328244274809,0.8990381679389313,0.1354419847328244
BrianSkerry,0.0666885245901639,0.0465327868852459,0.8867786885245903,0.0576163934426229
BrittaRiley,0.100719298245614,0.0165263157894736,0.8827719298245615,0.2007087719298246
BrittneyCooper,0.0615040650406504,0.0719430894308943,0.8665691056910569,-0.0185878048780487
BruceAylward,0.0792378036078823,0.05726209223847015,0.8634855851351917,0.03858275840519935
BruceBuenodeMesquita,0.0913096774193548,0.0542516129032258,0.8544322580645166,0.089434193548387
BruceFeiler,0.0808501460625271,0.041915796506930156,0.8772202125675927,0.1080535676549195
BruceMcCall,0.0612673267326732,0.0544257425742574,0.8843168316831683,0.0187485148514851
BruceSchneier,0.1094741784037558,0.081075117370892,0.8094741784037561,0.0671835680751173
BrunoTorturra,0.0762314049586776,0.0363884297520661,0.8873719008264463,0.0769355371900826
BryanStevenson,0.1051004784688994,0.0890765550239234,0.8058277511961721,0.0336086124401913
BunkerRoy,0.056025641025641,0.0470128205128205,0.8969679487179488,0.0235653846153846
BurtRutan,0.0894502923976608,0.0345087719298245,0.8760526315789475,0.1430619883040934
CKWilliams,0.0905921052631579,0.1099934210526315,0.7994013157894736,-0.0338447368421052
CaitlinDoughty,0.07885,0.1200199999999999,0.8011600000000003,-0.1288149999999999
CaitriaONeill,0.0599855072463768,0.063,0.8769855072463768,-0.0500695652173912
CalebBarlow,0.0628531468531468,0.1097132867132866,0.8274405594405595,-0.064820979020979
CalebChung,0.0696601941747572,0.0124368932038834,0.9179126213592234,0.1770951456310679
CalebHarper,0.0950066225165563,0.0299536423841059,0.8750463576158941,0.1442350993377483
CameronHerold,0.0700728476821191,0.0535960264900662,0.8762980132450331,0.0767019867549669
CameronRussell,0.1345505617977528,0.0377752808988764,0.8277078651685391,0.2220685393258426
CameronSinclair,0.04980615384615375,0.07797596153846145,0.8722203846153848,-0.005877692307692299
CamilleBrown,0.0595882352941176,0.0498529411764705,0.8905588235294116,0.028185294117647
CamilleSeaman,0.0803103448275862,0.0204060066740823,0.8993008898776416,0.1053183537263626
CandyChang,0.1481481481481481,0.1014999999999999,0.7503703703703706,0.1080111111111111
CarinBondar,0.081225,0.033975,0.8848249999999999,0.12815
CarlHonore,0.0776971428571428,0.0313371428571428,0.8909657142857147,0.1383108571428571
CarlSafina,0.0799452511223344,0.0561249649270482,0.8639179292929291,0.03315559413580245
CarlSchoonover,0.0569310344827586,0.0120689655172413,0.931,0.2010827586206897
CarloRatti,0.0605128205128205,0.008,0.9314786324786324,0.1451452991452991
CarmenAgraDeedy,0.073,0.0352619047619047,0.8917023809523812,0.0844142857142857
CarneRoss,0.0689130434782608,0.0712391304347826,0.859820652173913,0.004853804347826
CarolDweck,0.1228977272727272,0.0712045454545454,0.8058863636363636,0.0874556818181818
CarolFishmanCohen,0.0713333333333333,0.0247187499999999,0.90396875,0.140465625
CarolineCasey,0.0963787878787878,0.0767196969696969,0.8269166666666666,0.079990909090909
CarolineLavelle,0.0383888888888888,0.0091111111111111,0.9525,0.0627777777777777
CarolineLavelleFARTHERTHANTHESUN,0.0389375,0.02775,0.9333125,0.08996875
CarolinePaul,0.1040672268907562,0.0850588235294117,0.8109159663865547,0.0567243697478991
CarolinePhillips,0.0701304347826087,0.0165217391304347,0.9133478260869566,0.1488391304347825
CarolynJones,0.0693063063063063,0.0513243243243243,0.8793603603603604,0.0492486486486486
CarolynPorco,0.07804444444444439,0.006528205128205101,0.9154273504273502,0.17540347578347576
CarolynSteel,0.0636456692913386,0.024007874015748,0.9123307086614172,0.1197251968503936
CarrieNugent,0.0392407407407407,0.0212777777777777,0.9394629629629628,0.051424074074074
CarriePoppy,0.1067722772277227,0.0814950495049505,0.8117128712871287,0.0703366336633663
CarterEmmart,0.0446617647058823,0.0079411764705882,0.9473970588235294,0.0710897058823529
CaryFowler,0.085326923076923,0.0258910256410256,0.88875,0.1385288461538461
CaseyBrown,0.1583095238095238,0.0443809523809523,0.7973452380952383,0.2624035714285714
CaseyGerald,0.0763409090909091,0.0810625,0.8425795454545457,0.0072431818181818
CatarinaMota,0.1144545454545454,0.0074285714285714,0.8780909090909093,0.2290987012987013
CatherineBracy,0.0784777777777778,0.0251111111111111,0.8964222222222223,0.1321877777777777
CatherineCrump,0.0502619047619047,0.0232142857142857,0.9265,0.0501928571428571
CatherineMohr,0.07778614718614715,0.0358648268398268,0.8863581168831168,0.11355081709956705
CedricVillani,0.1226666666666666,0.0422553191489361,0.8350709219858156,0.141063829787234
CelesteHeadlee,0.098969387755102,0.0431734693877551,0.8578469387755101,0.1440438775510204
CesarHarada,0.07879582693292365,0.036794162826420854,0.8844060419866873,0.11645035842293901
CesarKuriyama,0.0576666666666666,0.0609833333333333,0.8813500000000002,0.0249233333333333
ChadeMengTan,0.2221259259259259,0.0039999999999999,0.7738740740740739,0.3764799999999999
CharityTillemannDick,0.0887028985507246,0.0663260869565217,0.844978260869565,0.064891304347826
CharityWayua,0.0792017543859649,0.065078947368421,0.8557456140350878,0.0211350877192982
CharlesAnderson,0.0580194805194805,0.0215,0.9204805194805196,0.1169474025974026
CharlesElachi,0.0683640776699029,0.0190485436893203,0.9125970873786406,0.1524281553398058
CharlesFleischer,0.0890948905109489,0.0277153284671532,0.8831824817518247,0.1391313868613138
CharlesHazlewood,0.1220879120879121,0.0243076923076923,0.8536043956043957,0.2762999999999999
