filename,pos,neg,neu,compound
daniel_1346_biofuels_pro_opening.nimrod.trs.txt,0.11252631578947368,0.011631578947368422,0.8758421052631578,0.4348526315789474
rachel_1401_vegetarianism_con_opening_will.midori.trs.txt,0.09886206896551725,0.056344827586206896,0.8447586206896551,0.1358655172413793
james_3175_abstinence-only_pro_opening.midori.trs.txt,0.13544827586206898,0.03851724137931035,0.8260689655172414,0.22075172413793104
tim_1963_bullfighting_con_opening_will.shai.trs.txt,0.12135483870967742,0.06751612903225807,0.8111612903225806,0.12463548387096773
james_1322_beauty-pageants_con_opening_tim.leslie.trs.txt,0.1534705882352941,0.09338235294117647,0.7532352941176471,0.17744411764705886
james_2402_guantanamo_con_opening_tim.leslie.trs.txt,0.06217142857142858,0.11894285714285716,0.8188857142857144,-0.19438285714285714
tim_2185_unconventional-oil_con_opening_daniel.midori.trs.txt,0.1199375,0.07153124999999999,0.8085625000000001,0.125915625
yaar_381_monarchy_pro_opening.leslie.trs.txt,0.09630769230769229,0.05961538461538461,0.8440512820512822,0.061282051282051275
yaar_1161_cosmetic-surgery_con_opening_daniel.midori.trs.txt,0.11932432432432433,0.06889189189189189,0.8118378378378377,0.11281351351351351
rachel_3168_year-round-school_con_opening_james.yisrael.trs.txt,0.07156,0.03888,0.8896000000000002,0.15576
daniel_81_physical-education_con_opening_james.nimrod.trs.txt,0.1724375,0.10468750000000002,0.7229375,0.22663750000000002
daniel_1661_school-uniforms_pro_opening.liat.trs.txt,0.1882666666666667,0.0566,0.7550666666666667,0.4571
hayah_3192_compulsory-voting_con_opening_james.shai.trs.txt,0.12536734693877552,0.05583673469387754,0.8188163265306122,0.17107755102040811
will_881_holocaust-denial_con_opening_rachel.leslie.trs.txt,0.09160000000000003,0.09980000000000003,0.8085999999999999,-0.1093866666666667
rachel_1346_biofuels_pro_opening.nimrod.trs.txt,0.07396969696969698,0.023272727272727275,0.9027575757575758,0.10487878787878789
eitan_1322_beauty-pageants_pro_opening.liat.trs.txt,0.1474285714285714,0.08151428571428572,0.771085714285714,0.18772
rachel_3163_asylum_con_opening_sam.shai.trs.txt,0.09273333333333333,0.040966666666666665,0.8663,0.18269666666666667
james_81_physical-education_con_opening_will.shai.trs.txt,0.10479999999999999,0.042800000000000005,0.8523999999999999,0.20489428571428572
rachel_3192_compulsory-voting_con_opening_daniel.leslie.trs.txt,0.08463333333333334,0.07866666666666668,0.8367333333333333,0.021983333333333323
james_3169_atheism_pro_opening.midori.trs.txt,0.17015789473684215,0.10134210526315789,0.7285263157894737,0.1448263157894737
james_3180_goal-line_pro_opening.leslie.trs.txt,0.12806666666666666,0.042,0.8299000000000002,0.25417333333333336
tim_3168_year-round-school_pro_opening.lisa.trs.txt,0.09112,0.0152,0.8937199999999998,0.17850800000000003
tim_3186_flat-tax_con_opening_rachel.dean.trs.txt,0.0713,0.0638,0.8648999999999999,0.064815
rachel_2526_double-jeopardy_pro_opening.nimrod.trs.txt,0.13125,0.12817857142857142,0.7405357142857143,-0.02724642857142857
hayah_681_ip-rights_pro_opening.leslie.trs.txt,0.18942857142857142,0.0793809523809524,0.731142857142857,0.34091428571428567
james_881_holocaust-denial_con_opening_tim.leslie.trs.txt,0.12063636363636364,0.09575757575757575,0.7836363636363637,0.001757575757575754
tim_3180_goal-line_con_opening_yaar.nimrod.trs.txt,0.09947368421052633,0.030157894736842102,0.8703684210526316,0.1928684210526316
rachel_3186_flat-tax_pro_opening.dean.trs.txt,0.16804761904761906,0.01780952380952381,0.8141428571428571,0.45296666666666663
will_381_monarchy_con_opening_yaar.leslie.trs.txt,0.12977777777777777,0.06974999999999999,0.8005277777777777,0.19025833333333336
sam_3178_covenant-marriage_con_opening_tim.shai.trs.txt,0.08072727272727273,0.10148484848484848,0.8178787878787876,-0.027581818181818187
rachel_1161_cosmetic-surgery_con_opening_will.lisa.trs.txt,0.12748387096774194,0.0855483870967742,0.7869354838709677,0.1632806451612903
yaar_1103_anti-social_con_opening_tim.midori.trs.txt,0.08658536585365853,0.09131707317073172,0.8220731707317073,-0.05982682926829267
sam_1961_sex-education_con_opening_yaar.lisa.trs.txt,0.08628125000000002,0.0824375,0.8313124999999999,0.086703125
james_1103_anti-social_pro_opening.lisa.trs.txt,0.05734482758620689,0.15796551724137933,0.7846551724137931,-0.4028103448275861
rachel_2481_fraternities_con_opening_will.shai.trs.txt,0.1574285714285715,0.06074285714285714,0.7818571428571429,0.20296857142857141
tim_3178_covenant-marriage_pro_opening.midori.trs.txt,0.10683333333333335,0.046875,0.8462916666666667,0.1930875
daniel_1161_cosmetic-surgery_pro_opening.liat.trs.txt,0.09318518518518519,0.09862962962962964,0.8082222222222222,0.07214074074074069
will_3184_internet-censorship_con_opening_james.dean.trs.txt,0.09411538461538461,0.07557692307692307,0.8302692307692305,-0.014403846153846156
rachel_381_monarchy_con_opening_james.leslie.trs.txt,0.09678571428571427,0.06521428571428571,0.8380000000000002,0.084925
will_1902_ivory-trade_pro_opening.lisa.trs.txt,0.07175,0.09814285714285716,0.8301071428571428,-0.09595
james_3181_same-sex-marriage_pro_opening.midori.trs.txt,0.1275,0.0255,0.847,0.26627187500000005
will_1401_vegetarianism_pro_opening.dean.trs.txt,0.11681481481481483,0.0592962962962963,0.824,0.12554444444444446
yaar_1264_human-cloning_con_opening_tim.midori.trs.txt,0.16254054054054054,0.10327027027027026,0.734162162162162,0.15357027027027026
tim_683_windpower_con_opening_hayah.nimrod.trs.txt,0.10389473684210528,0.012105263157894735,0.8839473684210527,0.4003736842105264
